,o,d,Run,Buckets,issues,l_steps,CI2,n_agents,p
336,0.1,0.6499999999999999,3,4,3,1500,True,100,0.2
335,0.1,0.6499999999999999,3,9,3,1500,True,100,0.2
334,0.1,0.6499999999999999,3,6,3,1500,True,100,0.2
333,0.1,0.6499999999999999,3,6,3,1500,True,100,0.2
332,0.1,0.6499999999999999,3,8,3,1500,True,100,0.2
331,0.1,0.6499999999999999,3,4,3,1500,True,100,0.2
354,0.1,0.7,3,6,3,1500,True,100,0.2
355,0.1,0.7,3,8,3,1500,True,100,0.2
356,0.1,0.75,3,8,3,1500,True,100,0.2
357,0.1,0.7,3,7,3,1500,True,100,0.2
381,0.1,0.7999999999999999,3,7,3,1500,True,100,0.2
380,0.1,0.7999999999999999,3,10,3,1500,True,100,0.2
379,0.1,0.7999999999999999,3,5,3,1500,True,100,0.2
378,0.1,0.75,3,4,3,1500,True,100,0.2
377,0.1,0.75,3,9,3,1500,True,100,0.2
376,0.1,0.75,3,7,3,1500,True,100,0.2
375,0.1,0.75,3,10,3,1500,True,100,0.2
374,0.1,0.75,3,7,3,1500,True,100,0.2
373,0.1,0.75,3,10,3,1500,True,100,0.2
372,0.1,0.75,3,7,3,1500,True,100,0.2
371,0.1,0.75,3,8,3,1500,True,100,0.2
383,0.1,0.75,3,7,3,1500,True,100,0.2
370,0.1,0.75,3,9,3,1500,True,100,0.2
368,0.1,0.75,3,7,3,1500,True,100,0.2
367,0.1,0.75,3,7,3,1500,True,100,0.2
366,0.1,0.75,3,5,3,1500,True,100,0.2
365,0.1,0.75,3,7,3,1500,True,100,0.2
364,0.1,0.75,3,8,3,1500,True,100,0.2
363,0.1,0.75,3,5,3,1500,True,100,0.2
362,0.1,0.75,3,4,3,1500,True,100,0.2
361,0.1,0.7,3,5,3,1500,True,100,0.2
360,0.1,0.7,3,7,3,1500,True,100,0.2
359,0.1,0.7,3,9,3,1500,True,100,0.2
358,0.1,0.75,3,10,3,1500,True,100,0.2
369,0.1,0.75,3,9,3,1500,True,100,0.2
437,0.1,0.8999999999999999,3,5,3,1500,True,100,0.2
219,0.05,0.8999999999999999,3,11,3,1500,True,100,0.2
217,0.05,0.8999999999999999,3,14,3,1500,True,100,0.2
78,0.05,0.55,3,3,3,1500,True,100,0.2
77,0.05,0.55,3,2,3,1500,True,100,0.2
76,0.05,0.55,3,2,3,1500,True,100,0.2
75,0.05,0.55,3,2,3,1500,True,100,0.2
74,0.05,0.55,3,3,3,1500,True,100,0.2
73,0.05,0.55,3,2,3,1500,True,100,0.2
72,0.05,0.55,3,2,3,1500,True,100,0.2
71,0.05,0.55,3,2,3,1500,True,100,0.2
70,0.05,0.55,3,2,3,1500,True,100,0.2
69,0.05,0.55,3,2,3,1500,True,100,0.2
68,0.05,0.55,3,2,3,1500,True,100,0.2
67,0.05,0.55,3,2,3,1500,True,100,0.2
66,0.05,0.55,3,2,3,1500,True,100,0.2
65,0.05,0.55,3,2,3,1500,True,100,0.2
64,0.05,0.55,3,3,3,1500,True,100,0.2
63,0.05,0.55,3,2,3,1500,True,100,0.2
62,0.05,0.55,3,2,3,1500,True,100,0.2
61,0.05,0.55,3,2,3,1500,True,100,0.2
60,0.05,0.55,3,2,3,1500,True,100,0.2
59,0.05,0.5,3,2,3,1500,True,100,0.2
58,0.05,0.5,3,2,3,1500,True,100,0.2
57,0.05,0.5,3,2,3,1500,True,100,0.2
56,0.05,0.5,3,2,3,1500,True,100,0.2
79,0.05,0.55,3,2,3,1500,True,100,0.2
80,0.05,0.6,3,3,3,1500,True,100,0.2
81,0.05,0.6,3,2,3,1500,True,100,0.2
82,0.05,0.6,3,3,3,1500,True,100,0.2
106,0.05,0.6499999999999999,3,8,3,1500,True,100,0.2
105,0.05,0.6499999999999999,3,3,3,1500,True,100,0.2
104,0.05,0.6499999999999999,3,6,3,1500,True,100,0.2
103,0.05,0.6499999999999999,3,6,3,1500,True,100,0.2
102,0.05,0.6,3,2,3,1500,True,100,0.2
101,0.05,0.6499999999999999,3,6,3,1500,True,100,0.2
100,0.05,0.6499999999999999,3,7,3,1500,True,100,0.2
99,0.05,0.6,3,2,3,1500,True,100,0.2
98,0.05,0.6,3,2,3,1500,True,100,0.2
97,0.05,0.6499999999999999,3,6,3,1500,True,100,0.2
96,0.05,0.6,3,3,3,1500,True,100,0.2
55,0.05,0.5,3,2,3,1500,True,100,0.2
95,0.05,0.6,3,2,3,1500,True,100,0.2
93,0.05,0.6,3,3,3,1500,True,100,0.2
92,0.05,0.6,3,2,3,1500,True,100,0.2
91,0.05,0.6,3,2,3,1500,True,100,0.2
90,0.05,0.6,3,3,3,1500,True,100,0.2
89,0.05,0.6,3,3,3,1500,True,100,0.2
88,0.05,0.6,3,2,3,1500,True,100,0.2
87,0.05,0.6,3,2,3,1500,True,100,0.2
86,0.05,0.6,3,3,3,1500,True,100,0.2
85,0.05,0.6,3,3,3,1500,True,100,0.2
84,0.05,0.6,3,3,3,1500,True,100,0.2
83,0.05,0.6,3,2,3,1500,True,100,0.2
94,0.05,0.6,3,2,3,1500,True,100,0.2
107,0.05,0.6499999999999999,3,2,3,1500,True,100,0.2
54,0.05,0.5,3,2,3,1500,True,100,0.2
52,0.05,0.5,3,2,3,1500,True,100,0.2
23,0.05,0.45,3,2,3,1500,True,100,0.2
22,0.05,0.45,3,2,3,1500,True,100,0.2
21,0.05,0.45,3,2,3,1500,True,100,0.2
20,0.05,0.45,3,2,3,1500,True,100,0.2
19,0.05,0.4,3,2,3,1500,True,100,0.2
18,0.05,0.4,3,2,3,1500,True,100,0.2
17,0.05,0.4,3,2,3,1500,True,100,0.2
16,0.05,0.4,3,2,3,1500,True,100,0.2
15,0.05,0.4,3,2,3,1500,True,100,0.2
14,0.05,0.4,3,2,3,1500,True,100,0.2
13,0.05,0.4,3,2,3,1500,True,100,0.2
12,0.05,0.4,3,2,3,1500,True,100,0.2
11,0.05,0.4,3,2,3,1500,True,100,0.2
10,0.05,0.4,3,2,3,1500,True,100,0.2
9,0.05,0.4,3,2,3,1500,True,100,0.2
8,0.05,0.4,3,2,3,1500,True,100,0.2
7,0.05,0.4,3,2,3,1500,True,100,0.2
6,0.05,0.4,3,2,3,1500,True,100,0.2
5,0.05,0.4,3,2,3,1500,True,100,0.2
4,0.05,0.4,3,2,3,1500,True,100,0.2
3,0.05,0.4,3,2,3,1500,True,100,0.2
2,0.05,0.4,3,2,3,1500,True,100,0.2
1,0.05,0.4,3,2,3,1500,True,100,0.2
24,0.05,0.45,3,2,3,1500,True,100,0.2
25,0.05,0.45,3,2,3,1500,True,100,0.2
26,0.05,0.45,3,2,3,1500,True,100,0.2
27,0.05,0.45,3,2,3,1500,True,100,0.2
51,0.05,0.5,3,2,3,1500,True,100,0.2
50,0.05,0.5,3,2,3,1500,True,100,0.2
49,0.05,0.5,3,2,3,1500,True,100,0.2
48,0.05,0.5,3,3,3,1500,True,100,0.2
47,0.05,0.5,3,2,3,1500,True,100,0.2
46,0.05,0.5,3,2,3,1500,True,100,0.2
45,0.05,0.5,3,2,3,1500,True,100,0.2
44,0.05,0.5,3,2,3,1500,True,100,0.2
43,0.05,0.5,3,2,3,1500,True,100,0.2
42,0.05,0.5,3,2,3,1500,True,100,0.2
41,0.05,0.5,3,2,3,1500,True,100,0.2
53,0.05,0.5,3,2,3,1500,True,100,0.2
40,0.05,0.45,3,2,3,1500,True,100,0.2
38,0.05,0.5,3,2,3,1500,True,100,0.2
37,0.05,0.45,3,2,3,1500,True,100,0.2
36,0.05,0.45,3,2,3,1500,True,100,0.2
35,0.05,0.45,3,2,3,1500,True,100,0.2
34,0.05,0.45,3,2,3,1500,True,100,0.2
33,0.05,0.45,3,2,3,1500,True,100,0.2
32,0.05,0.45,3,2,3,1500,True,100,0.2
31,0.05,0.45,3,2,3,1500,True,100,0.2
30,0.05,0.45,3,2,3,1500,True,100,0.2
29,0.05,0.45,3,2,3,1500,True,100,0.2
28,0.05,0.45,3,2,3,1500,True,100,0.2
39,0.05,0.45,3,2,3,1500,True,100,0.2
218,0.1,0.4,3,2,3,1500,True,100,0.2
108,0.05,0.6499999999999999,3,3,3,1500,True,100,0.2
110,0.05,0.6499999999999999,3,8,3,1500,True,100,0.2
188,0.05,0.8499999999999999,3,10,3,1500,True,100,0.2
187,0.05,0.8499999999999999,3,10,3,1500,True,100,0.2
186,0.05,0.8499999999999999,3,8,3,1500,True,100,0.2
185,0.05,0.8499999999999999,3,9,3,1500,True,100,0.2
184,0.05,0.8499999999999999,3,14,3,1500,True,100,0.2
183,0.05,0.7999999999999999,3,12,3,1500,True,100,0.2
182,0.05,0.8499999999999999,3,14,3,1500,True,100,0.2
181,0.05,0.8499999999999999,3,11,3,1500,True,100,0.2
180,0.05,0.8499999999999999,3,11,3,1500,True,100,0.2
179,0.05,0.8499999999999999,3,6,3,1500,True,100,0.2
178,0.05,0.7999999999999999,3,10,3,1500,True,100,0.2
177,0.05,0.7999999999999999,3,7,3,1500,True,100,0.2
176,0.05,0.7999999999999999,3,10,3,1500,True,100,0.2
175,0.05,0.7999999999999999,3,11,3,1500,True,100,0.2
174,0.05,0.7999999999999999,3,12,3,1500,True,100,0.2
173,0.05,0.7999999999999999,3,13,3,1500,True,100,0.2
172,0.05,0.7999999999999999,3,11,3,1500,True,100,0.2
171,0.05,0.7999999999999999,3,12,3,1500,True,100,0.2
170,0.05,0.7999999999999999,3,12,3,1500,True,100,0.2
169,0.05,0.7999999999999999,3,15,3,1500,True,100,0.2
168,0.05,0.7999999999999999,3,7,3,1500,True,100,0.2
167,0.05,0.7999999999999999,3,9,3,1500,True,100,0.2
166,0.05,0.7999999999999999,3,14,3,1500,True,100,0.2
189,0.05,0.8499999999999999,3,14,3,1500,True,100,0.2
190,0.05,0.8499999999999999,3,15,3,1500,True,100,0.2
191,0.05,0.8499999999999999,3,19,3,1500,True,100,0.2
192,0.05,0.8499999999999999,3,11,3,1500,True,100,0.2
216,0.05,0.8999999999999999,3,15,3,1500,True,100,0.2
215,0.05,0.8999999999999999,3,12,3,1500,True,100,0.2
214,0.05,0.8999999999999999,3,14,3,1500,True,100,0.2
213,0.05,0.8999999999999999,3,16,3,1500,True,100,0.2
212,0.05,0.8999999999999999,3,8,3,1500,True,100,0.2
211,0.05,0.8999999999999999,3,13,3,1500,True,100,0.2
210,0.05,0.8999999999999999,3,16,3,1500,True,100,0.2
209,0.05,0.8999999999999999,3,12,3,1500,True,100,0.2
208,0.05,0.8999999999999999,3,11,3,1500,True,100,0.2
207,0.05,0.8999999999999999,3,8,3,1500,True,100,0.2
206,0.05,0.8999999999999999,3,14,3,1500,True,100,0.2
165,0.05,0.7999999999999999,3,12,3,1500,True,100,0.2
205,0.05,0.8999999999999999,3,11,3,1500,True,100,0.2
203,0.05,0.8999999999999999,3,10,3,1500,True,100,0.2
202,0.05,0.8999999999999999,3,10,3,1500,True,100,0.2
201,0.05,0.8999999999999999,3,11,3,1500,True,100,0.2
200,0.05,0.8499999999999999,3,9,3,1500,True,100,0.2
199,0.05,0.8999999999999999,3,6,3,1500,True,100,0.2
198,0.05,0.8499999999999999,3,7,3,1500,True,100,0.2
197,0.05,0.8499999999999999,3,12,3,1500,True,100,0.2
196,0.05,0.8499999999999999,3,12,3,1500,True,100,0.2
195,0.05,0.8499999999999999,3,10,3,1500,True,100,0.2
194,0.05,0.8499999999999999,3,14,3,1500,True,100,0.2
193,0.05,0.8499999999999999,3,14,3,1500,True,100,0.2
204,0.05,0.8999999999999999,3,13,3,1500,True,100,0.2
109,0.05,0.6499999999999999,3,4,3,1500,True,100,0.2
164,0.05,0.7999999999999999,3,12,3,1500,True,100,0.2
162,0.05,0.7999999999999999,3,13,3,1500,True,100,0.2
133,0.05,0.7,3,5,3,1500,True,100,0.2
132,0.05,0.7,3,13,3,1500,True,100,0.2
131,0.05,0.7,3,6,3,1500,True,100,0.2
130,0.05,0.7,3,5,3,1500,True,100,0.2
129,0.05,0.7,3,10,3,1500,True,100,0.2
128,0.05,0.7,3,7,3,1500,True,100,0.2
127,0.05,0.7,3,7,3,1500,True,100,0.2
126,0.05,0.7,3,4,3,1500,True,100,0.2
125,0.05,0.7,3,16,3,1500,True,100,0.2
124,0.05,0.7,3,7,3,1500,True,100,0.2
123,0.05,0.7,3,4,3,1500,True,100,0.2
122,0.05,0.7,3,4,3,1500,True,100,0.2
121,0.05,0.7,3,10,3,1500,True,100,0.2
120,0.05,0.7,3,6,3,1500,True,100,0.2
119,0.05,0.6499999999999999,3,4,3,1500,True,100,0.2
118,0.05,0.6499999999999999,3,4,3,1500,True,100,0.2
117,0.05,0.6499999999999999,3,5,3,1500,True,100,0.2
116,0.05,0.6499999999999999,3,3,3,1500,True,100,0.2
115,0.05,0.6499999999999999,3,4,3,1500,True,100,0.2
114,0.05,0.6499999999999999,3,6,3,1500,True,100,0.2
113,0.05,0.6499999999999999,3,6,3,1500,True,100,0.2
112,0.05,0.6499999999999999,3,5,3,1500,True,100,0.2
111,0.05,0.6499999999999999,3,2,3,1500,True,100,0.2
134,0.05,0.7,3,10,3,1500,True,100,0.2
135,0.05,0.7,3,5,3,1500,True,100,0.2
136,0.05,0.7,3,10,3,1500,True,100,0.2
137,0.05,0.7,3,7,3,1500,True,100,0.2
161,0.05,0.75,3,5,3,1500,True,100,0.2
160,0.05,0.7999999999999999,3,11,3,1500,True,100,0.2
159,0.05,0.75,3,8,3,1500,True,100,0.2
158,0.05,0.7999999999999999,3,15,3,1500,True,100,0.2
157,0.05,0.75,3,9,3,1500,True,100,0.2
156,0.05,0.75,3,17,3,1500,True,100,0.2
155,0.05,0.75,3,8,3,1500,True,100,0.2
154,0.05,0.75,3,10,3,1500,True,100,0.2
153,0.05,0.75,3,8,3,1500,True,100,0.2
152,0.05,0.75,3,10,3,1500,True,100,0.2
151,0.05,0.75,3,12,3,1500,True,100,0.2
163,0.05,0.7999999999999999,3,12,3,1500,True,100,0.2
150,0.05,0.75,3,11,3,1500,True,100,0.2
148,0.05,0.75,3,15,3,1500,True,100,0.2
147,0.05,0.75,3,6,3,1500,True,100,0.2
146,0.05,0.75,3,6,3,1500,True,100,0.2
145,0.05,0.75,3,12,3,1500,True,100,0.2
144,0.05,0.75,3,9,3,1500,True,100,0.2
143,0.05,0.75,3,5,3,1500,True,100,0.2
142,0.05,0.75,3,13,3,1500,True,100,0.2
141,0.05,0.75,3,10,3,1500,True,100,0.2
140,0.05,0.75,3,7,3,1500,True,100,0.2
139,0.05,0.7,3,12,3,1500,True,100,0.2
138,0.05,0.7,3,7,3,1500,True,100,0.2
149,0.05,0.75,3,9,3,1500,True,100,0.2
438,0.1,0.8999999999999999,3,3,3,1500,True,100,0.2
439,0.1,0.8999999999999999,3,5,3,1500,True,100,0.2
440,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
739,0.2,0.6,3,4,3,1500,True,100,0.2
738,0.2,0.6,3,4,3,1500,True,100,0.2
737,0.2,0.6,3,3,3,1500,True,100,0.2
736,0.2,0.6,3,3,3,1500,True,100,0.2
735,0.2,0.6,3,5,3,1500,True,100,0.2
734,0.2,0.55,3,2,3,1500,True,100,0.2
733,0.2,0.55,3,2,3,1500,True,100,0.2
732,0.2,0.55,3,2,3,1500,True,100,0.2
731,0.2,0.55,3,2,3,1500,True,100,0.2
730,0.2,0.55,3,2,3,1500,True,100,0.2
729,0.2,0.55,3,3,3,1500,True,100,0.2
728,0.2,0.55,3,2,3,1500,True,100,0.2
727,0.2,0.55,3,2,3,1500,True,100,0.2
726,0.2,0.55,3,2,3,1500,True,100,0.2
725,0.2,0.55,3,2,3,1500,True,100,0.2
724,0.2,0.55,3,2,3,1500,True,100,0.2
723,0.2,0.55,3,2,3,1500,True,100,0.2
722,0.2,0.5,3,2,3,1500,True,100,0.2
721,0.2,0.55,3,2,3,1500,True,100,0.2
720,0.2,0.5,3,2,3,1500,True,100,0.2
719,0.2,0.5,3,2,3,1500,True,100,0.2
718,0.2,0.5,3,2,3,1500,True,100,0.2
717,0.2,0.55,3,2,3,1500,True,100,0.2
740,0.2,0.6,3,7,3,1500,True,100,0.2
741,0.2,0.6,3,7,3,1500,True,100,0.2
742,0.2,0.6,3,4,3,1500,True,100,0.2
743,0.2,0.55,3,2,3,1500,True,100,0.2
767,0.2,0.6499999999999999,3,3,3,1500,True,100,0.2
766,0.2,0.6499999999999999,3,2,3,1500,True,100,0.2
765,0.2,0.6499999999999999,3,3,3,1500,True,100,0.2
764,0.2,0.55,3,2,3,1500,True,100,0.2
763,0.2,0.6499999999999999,3,6,3,1500,True,100,0.2
762,0.2,0.6499999999999999,3,3,3,1500,True,100,0.2
761,0.2,0.6499999999999999,3,4,3,1500,True,100,0.2
760,0.2,0.6499999999999999,3,5,3,1500,True,100,0.2
759,0.2,0.6499999999999999,3,1,3,1500,True,100,0.2
758,0.2,0.6499999999999999,3,1,3,1500,True,100,0.2
757,0.2,0.6499999999999999,3,3,3,1500,True,100,0.2
716,0.2,0.55,3,2,3,1500,True,100,0.2
756,0.2,0.6,3,5,3,1500,True,100,0.2
754,0.2,0.6,3,5,3,1500,True,100,0.2
753,0.2,0.55,3,2,3,1500,True,100,0.2
752,0.2,0.55,3,11,3,1500,True,100,0.2
751,0.2,0.6,3,4,3,1500,True,100,0.2
750,0.2,0.55,3,5,3,1500,True,100,0.2
749,0.2,0.6,3,4,3,1500,True,100,0.2
748,0.2,0.6,3,4,3,1500,True,100,0.2
747,0.2,0.6,3,5,3,1500,True,100,0.2
746,0.2,0.6,3,4,3,1500,True,100,0.2
745,0.2,0.6,3,2,3,1500,True,100,0.2
744,0.2,0.6,3,5,3,1500,True,100,0.2
755,0.2,0.6,3,3,3,1500,True,100,0.2
768,0.2,0.6499999999999999,3,3,3,1500,True,100,0.2
715,0.2,0.5,3,2,3,1500,True,100,0.2
713,0.2,0.5,3,2,3,1500,True,100,0.2
684,0.2,0.45,3,2,3,1500,True,100,0.2
683,0.2,0.45,3,2,3,1500,True,100,0.2
682,0.2,0.4,3,2,3,1500,True,100,0.2
681,0.2,0.45,3,2,3,1500,True,100,0.2
680,0.2,0.4,3,2,3,1500,True,100,0.2
679,0.2,0.45,3,2,3,1500,True,100,0.2
678,0.2,0.45,3,2,3,1500,True,100,0.2
677,0.2,0.4,3,2,3,1500,True,100,0.2
676,0.2,0.4,3,2,3,1500,True,100,0.2
675,0.2,0.4,3,2,3,1500,True,100,0.2
674,0.2,0.4,3,2,3,1500,True,100,0.2
673,0.2,0.4,3,2,3,1500,True,100,0.2
672,0.2,0.4,3,2,3,1500,True,100,0.2
671,0.2,0.4,3,2,3,1500,True,100,0.2
670,0.2,0.4,3,2,3,1500,True,100,0.2
669,0.2,0.4,3,2,3,1500,True,100,0.2
668,0.2,0.4,3,2,3,1500,True,100,0.2
667,0.2,0.4,3,2,3,1500,True,100,0.2
666,0.2,0.4,3,2,3,1500,True,100,0.2
665,0.2,0.4,3,2,3,1500,True,100,0.2
664,0.2,0.4,3,2,3,1500,True,100,0.2
663,0.2,0.4,3,2,3,1500,True,100,0.2
662,0.2,0.4,3,2,3,1500,True,100,0.2
685,0.2,0.45,3,3,3,1500,True,100,0.2
686,0.2,0.45,3,2,3,1500,True,100,0.2
687,0.2,0.45,3,2,3,1500,True,100,0.2
688,0.2,0.45,3,2,3,1500,True,100,0.2
712,0.2,0.5,3,2,3,1500,True,100,0.2
711,0.2,0.5,3,2,3,1500,True,100,0.2
710,0.2,0.5,3,2,3,1500,True,100,0.2
709,0.2,0.5,3,2,3,1500,True,100,0.2
708,0.2,0.5,3,2,3,1500,True,100,0.2
707,0.2,0.5,3,2,3,1500,True,100,0.2
706,0.2,0.5,3,2,3,1500,True,100,0.2
705,0.2,0.5,3,2,3,1500,True,100,0.2
704,0.2,0.5,3,2,3,1500,True,100,0.2
703,0.2,0.5,3,2,3,1500,True,100,0.2
702,0.2,0.5,3,2,3,1500,True,100,0.2
714,0.2,0.5,3,2,3,1500,True,100,0.2
701,0.2,0.5,3,2,3,1500,True,100,0.2
699,0.2,0.45,3,2,3,1500,True,100,0.2
698,0.2,0.45,3,2,3,1500,True,100,0.2
697,0.2,0.45,3,2,3,1500,True,100,0.2
696,0.2,0.45,3,2,3,1500,True,100,0.2
695,0.2,0.45,3,2,3,1500,True,100,0.2
694,0.2,0.45,3,2,3,1500,True,100,0.2
693,0.2,0.45,3,2,3,1500,True,100,0.2
692,0.2,0.45,3,2,3,1500,True,100,0.2
691,0.2,0.45,3,2,3,1500,True,100,0.2
690,0.2,0.45,3,2,3,1500,True,100,0.2
689,0.2,0.45,3,2,3,1500,True,100,0.2
700,0.2,0.5,3,2,3,1500,True,100,0.2
661,0.2,0.4,3,2,3,1500,True,100,0.2
769,0.2,0.6499999999999999,3,3,3,1500,True,100,0.2
771,0.2,0.6499999999999999,3,5,3,1500,True,100,0.2
849,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
848,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
847,0.2,0.8499999999999999,3,2,3,1500,True,100,0.2
846,0.2,0.8499999999999999,3,2,3,1500,True,100,0.2
845,0.2,0.8499999999999999,3,2,3,1500,True,100,0.2
844,0.2,0.8499999999999999,3,2,3,1500,True,100,0.2
843,0.2,0.8499999999999999,3,5,3,1500,True,100,0.2
842,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
841,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
840,0.2,0.7999999999999999,3,3,3,1500,True,100,0.2
839,0.2,0.7999999999999999,3,2,3,1500,True,100,0.2
838,0.2,0.8499999999999999,3,2,3,1500,True,100,0.2
837,0.2,0.7999999999999999,3,3,3,1500,True,100,0.2
836,0.2,0.7999999999999999,3,2,3,1500,True,100,0.2
835,0.2,0.7999999999999999,3,1,3,1500,True,100,0.2
834,0.2,0.7999999999999999,3,1,3,1500,True,100,0.2
833,0.2,0.7999999999999999,3,1,3,1500,True,100,0.2
832,0.2,0.7999999999999999,3,1,3,1500,True,100,0.2
831,0.2,0.7999999999999999,3,1,3,1500,True,100,0.2
830,0.2,0.7999999999999999,3,2,3,1500,True,100,0.2
829,0.2,0.7999999999999999,3,4,3,1500,True,100,0.2
828,0.2,0.7999999999999999,3,3,3,1500,True,100,0.2
827,0.2,0.7999999999999999,3,3,3,1500,True,100,0.2
850,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
