,o,d,Run,Buckets,issues,l_steps,CI2,n_agents,p
851,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
852,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
853,0.2,0.8499999999999999,3,4,3,1500,True,100,0.2
877,0.2,0.8999999999999999,3,3,3,1500,True,100,0.2
876,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
875,0.2,0.8999999999999999,3,3,3,1500,True,100,0.2
874,0.2,0.8999999999999999,3,4,3,1500,True,100,0.2
873,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
872,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
871,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
870,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
869,0.2,0.8999999999999999,3,3,3,1500,True,100,0.2
868,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
867,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
826,0.2,0.7999999999999999,3,1,3,1500,True,100,0.2
866,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
864,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
863,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
862,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
861,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
860,0.2,0.8499999999999999,3,2,3,1500,True,100,0.2
859,0.2,0.8999999999999999,3,2,3,1500,True,100,0.2
858,0.2,0.8499999999999999,3,3,3,1500,True,100,0.2
857,0.2,0.8499999999999999,3,1,3,1500,True,100,0.2
856,0.2,0.8499999999999999,3,3,3,1500,True,100,0.2
855,0.2,0.8499999999999999,3,3,3,1500,True,100,0.2
854,0.2,0.8499999999999999,3,2,3,1500,True,100,0.2
865,0.2,0.8999999999999999,3,1,3,1500,True,100,0.2
770,0.2,0.6499999999999999,3,4,3,1500,True,100,0.2
825,0.2,0.7999999999999999,3,3,3,1500,True,100,0.2
823,0.2,0.7999999999999999,3,2,3,1500,True,100,0.2
794,0.2,0.7,3,3,3,1500,True,100,0.2
793,0.2,0.7,3,4,3,1500,True,100,0.2
792,0.2,0.7,3,2,3,1500,True,100,0.2
791,0.2,0.7,3,4,3,1500,True,100,0.2
790,0.2,0.7,3,2,3,1500,True,100,0.2
789,0.2,0.7,3,5,3,1500,True,100,0.2
788,0.2,0.7,3,6,3,1500,True,100,0.2
787,0.2,0.7,3,2,3,1500,True,100,0.2
786,0.2,0.7,3,2,3,1500,True,100,0.2
785,0.2,0.6,3,2,3,1500,True,100,0.2
784,0.2,0.7,3,6,3,1500,True,100,0.2
783,0.2,0.7,3,3,3,1500,True,100,0.2
782,0.2,0.7,3,3,3,1500,True,100,0.2
781,0.2,0.7,3,3,3,1500,True,100,0.2
780,0.2,0.7,3,4,3,1500,True,100,0.2
779,0.2,0.7,3,5,3,1500,True,100,0.2
778,0.2,0.7,3,4,3,1500,True,100,0.2
777,0.2,0.6499999999999999,3,1,3,1500,True,100,0.2
776,0.2,0.6499999999999999,3,4,3,1500,True,100,0.2
775,0.2,0.6499999999999999,3,5,3,1500,True,100,0.2
774,0.2,0.6499999999999999,3,2,3,1500,True,100,0.2
773,0.2,0.6499999999999999,3,2,3,1500,True,100,0.2
772,0.2,0.6499999999999999,3,4,3,1500,True,100,0.2
795,0.2,0.6,3,2,3,1500,True,100,0.2
796,0.2,0.7,3,3,3,1500,True,100,0.2
797,0.2,0.7,3,3,3,1500,True,100,0.2
798,0.2,0.7,3,5,3,1500,True,100,0.2
822,0.2,0.7999999999999999,3,1,3,1500,True,100,0.2
821,0.2,0.7999999999999999,3,3,3,1500,True,100,0.2
820,0.2,0.7999999999999999,3,3,3,1500,True,100,0.2
819,0.2,0.75,3,1,3,1500,True,100,0.2
818,0.2,0.75,3,3,3,1500,True,100,0.2
817,0.2,0.75,3,2,3,1500,True,100,0.2
816,0.2,0.75,3,3,3,1500,True,100,0.2
815,0.2,0.75,3,1,3,1500,True,100,0.2
814,0.2,0.75,3,3,3,1500,True,100,0.2
813,0.2,0.75,3,3,3,1500,True,100,0.2
812,0.2,0.75,3,5,3,1500,True,100,0.2
824,0.2,0.7999999999999999,3,4,3,1500,True,100,0.2
811,0.2,0.75,3,3,3,1500,True,100,0.2
809,0.2,0.75,3,1,3,1500,True,100,0.2
808,0.2,0.75,3,3,3,1500,True,100,0.2
807,0.2,0.75,3,4,3,1500,True,100,0.2
806,0.2,0.75,3,4,3,1500,True,100,0.2
805,0.2,0.75,3,3,3,1500,True,100,0.2
804,0.2,0.75,3,1,3,1500,True,100,0.2
803,0.2,0.75,3,5,3,1500,True,100,0.2
802,0.2,0.7,3,4,3,1500,True,100,0.2
801,0.2,0.75,3,3,3,1500,True,100,0.2
800,0.2,0.75,3,3,3,1500,True,100,0.2
799,0.2,0.75,3,1,3,1500,True,100,0.2
810,0.2,0.75,3,1,3,1500,True,100,0.2
660,0.2,0.4,3,2,3,1500,True,100,0.2
659,0.15000000000000002,0.8999999999999999,3,4,3,1500,True,100,0.2
658,0.15000000000000002,0.8999999999999999,3,3,3,1500,True,100,0.2
518,0.15000000000000002,0.6,3,6,3,1500,True,100,0.2
517,0.15000000000000002,0.6,3,5,3,1500,True,100,0.2
516,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
515,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
514,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
513,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
512,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
511,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
510,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
509,0.15000000000000002,0.55,3,3,3,1500,True,100,0.2
508,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
507,0.15000000000000002,0.55,3,3,3,1500,True,100,0.2
506,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
505,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
504,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
503,0.15000000000000002,0.55,3,3,3,1500,True,100,0.2
502,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
501,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
500,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
499,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
498,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
497,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
496,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
519,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
520,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
521,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
522,0.15000000000000002,0.6,3,6,3,1500,True,100,0.2
546,0.15000000000000002,0.6499999999999999,3,4,3,1500,True,100,0.2
545,0.15000000000000002,0.6499999999999999,3,6,3,1500,True,100,0.2
544,0.15000000000000002,0.6499999999999999,3,5,3,1500,True,100,0.2
543,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
542,0.15000000000000002,0.6499999999999999,3,5,3,1500,True,100,0.2
541,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
540,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
539,0.15000000000000002,0.6499999999999999,3,7,3,1500,True,100,0.2
538,0.15000000000000002,0.6499999999999999,3,7,3,1500,True,100,0.2
537,0.15000000000000002,0.6499999999999999,3,5,3,1500,True,100,0.2
536,0.15000000000000002,0.6499999999999999,3,7,3,1500,True,100,0.2
495,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
535,0.15000000000000002,0.6499999999999999,3,8,3,1500,True,100,0.2
533,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
532,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
531,0.15000000000000002,0.6,3,5,3,1500,True,100,0.2
530,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
529,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
528,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
527,0.15000000000000002,0.6,3,1,3,1500,True,100,0.2
526,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
525,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
524,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
523,0.15000000000000002,0.55,3,2,3,1500,True,100,0.2
534,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
547,0.15000000000000002,0.6499999999999999,3,5,3,1500,True,100,0.2
494,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
492,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
463,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
462,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
461,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
460,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
459,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
458,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
457,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
456,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
455,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
454,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
453,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
452,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
451,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
450,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
449,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
448,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
447,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
446,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
445,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
444,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
443,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
442,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
441,0.15000000000000002,0.4,3,2,3,1500,True,100,0.2
464,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
465,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
466,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
467,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
491,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
490,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
489,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
488,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
487,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
486,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
485,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
484,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
483,0.15000000000000002,0.5,3,3,3,1500,True,100,0.2
482,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
481,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
493,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
480,0.15000000000000002,0.5,3,2,3,1500,True,100,0.2
478,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
477,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
476,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
475,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
474,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
473,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
472,0.15000000000000002,0.45,3,3,3,1500,True,100,0.2
471,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
470,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
469,0.15000000000000002,0.45,3,3,3,1500,True,100,0.2
468,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
479,0.15000000000000002,0.45,3,2,3,1500,True,100,0.2
548,0.15000000000000002,0.6499999999999999,3,7,3,1500,True,100,0.2
549,0.15000000000000002,0.6499999999999999,3,5,3,1500,True,100,0.2
550,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
629,0.15000000000000002,0.8499999999999999,3,6,3,1500,True,100,0.2
628,0.15000000000000002,0.8499999999999999,3,1,3,1500,True,100,0.2
627,0.15000000000000002,0.8499999999999999,3,6,3,1500,True,100,0.2
626,0.15000000000000002,0.8499999999999999,3,4,3,1500,True,100,0.2
625,0.15000000000000002,0.8499999999999999,3,3,3,1500,True,100,0.2
624,0.15000000000000002,0.8499999999999999,3,1,3,1500,True,100,0.2
623,0.15000000000000002,0.8499999999999999,3,4,3,1500,True,100,0.2
622,0.15000000000000002,0.8499999999999999,3,3,3,1500,True,100,0.2
621,0.15000000000000002,0.8499999999999999,3,4,3,1500,True,100,0.2
620,0.15000000000000002,0.8499999999999999,3,5,3,1500,True,100,0.2
619,0.15000000000000002,0.7999999999999999,3,7,3,1500,True,100,0.2
618,0.15000000000000002,0.7999999999999999,3,3,3,1500,True,100,0.2
617,0.15000000000000002,0.7999999999999999,3,3,3,1500,True,100,0.2
616,0.15000000000000002,0.7999999999999999,3,6,3,1500,True,100,0.2
615,0.15000000000000002,0.7999999999999999,3,5,3,1500,True,100,0.2
614,0.15000000000000002,0.7999999999999999,3,4,3,1500,True,100,0.2
613,0.15000000000000002,0.7999999999999999,3,4,3,1500,True,100,0.2
612,0.15000000000000002,0.7999999999999999,3,4,3,1500,True,100,0.2
611,0.15000000000000002,0.7999999999999999,3,4,3,1500,True,100,0.2
610,0.15000000000000002,0.7999999999999999,3,1,3,1500,True,100,0.2
609,0.15000000000000002,0.7999999999999999,3,4,3,1500,True,100,0.2
608,0.15000000000000002,0.7999999999999999,3,1,3,1500,True,100,0.2
607,0.15000000000000002,0.7999999999999999,3,3,3,1500,True,100,0.2
630,0.15000000000000002,0.8499999999999999,3,2,3,1500,True,100,0.2
631,0.15000000000000002,0.8499999999999999,3,6,3,1500,True,100,0.2
632,0.15000000000000002,0.8499999999999999,3,2,3,1500,True,100,0.2
633,0.15000000000000002,0.8499999999999999,3,1,3,1500,True,100,0.2
657,0.15000000000000002,0.8999999999999999,3,3,3,1500,True,100,0.2
656,0.15000000000000002,0.8999999999999999,3,2,3,1500,True,100,0.2
655,0.15000000000000002,0.8999999999999999,3,3,3,1500,True,100,0.2
654,0.15000000000000002,0.8999999999999999,3,1,3,1500,True,100,0.2
653,0.15000000000000002,0.8999999999999999,3,3,3,1500,True,100,0.2
652,0.15000000000000002,0.8999999999999999,3,1,3,1500,True,100,0.2
651,0.15000000000000002,0.8999999999999999,3,2,3,1500,True,100,0.2
650,0.15000000000000002,0.8999999999999999,3,3,3,1500,True,100,0.2
649,0.15000000000000002,0.8999999999999999,3,2,3,1500,True,100,0.2
648,0.15000000000000002,0.8999999999999999,3,2,3,1500,True,100,0.2
647,0.15000000000000002,0.8999999999999999,3,4,3,1500,True,100,0.2
606,0.15000000000000002,0.7999999999999999,3,6,3,1500,True,100,0.2
646,0.15000000000000002,0.8999999999999999,3,4,3,1500,True,100,0.2
644,0.15000000000000002,0.8999999999999999,3,3,3,1500,True,100,0.2
643,0.15000000000000002,0.8999999999999999,3,4,3,1500,True,100,0.2
642,0.15000000000000002,0.8999999999999999,3,6,3,1500,True,100,0.2
641,0.15000000000000002,0.8999999999999999,3,4,3,1500,True,100,0.2
640,0.15000000000000002,0.8499999999999999,3,4,3,1500,True,100,0.2
639,0.15000000000000002,0.8999999999999999,3,4,3,1500,True,100,0.2
638,0.15000000000000002,0.8499999999999999,3,4,3,1500,True,100,0.2
637,0.15000000000000002,0.8499999999999999,3,2,3,1500,True,100,0.2
636,0.15000000000000002,0.8499999999999999,3,6,3,1500,True,100,0.2
635,0.15000000000000002,0.8499999999999999,3,2,3,1500,True,100,0.2
634,0.15000000000000002,0.8499999999999999,3,1,3,1500,True,100,0.2
645,0.15000000000000002,0.8999999999999999,3,1,3,1500,True,100,0.2
605,0.15000000000000002,0.7999999999999999,3,5,3,1500,True,100,0.2
604,0.15000000000000002,0.7999999999999999,3,3,3,1500,True,100,0.2
603,0.15000000000000002,0.7999999999999999,3,6,3,1500,True,100,0.2
574,0.15000000000000002,0.7,3,1,3,1500,True,100,0.2
573,0.15000000000000002,0.7,3,3,3,1500,True,100,0.2
572,0.15000000000000002,0.7,3,7,3,1500,True,100,0.2
571,0.15000000000000002,0.7,3,6,3,1500,True,100,0.2
570,0.15000000000000002,0.7,3,5,3,1500,True,100,0.2
569,0.15000000000000002,0.7,3,5,3,1500,True,100,0.2
568,0.15000000000000002,0.7,3,4,3,1500,True,100,0.2
567,0.15000000000000002,0.7,3,6,3,1500,True,100,0.2
566,0.15000000000000002,0.7,3,6,3,1500,True,100,0.2
565,0.15000000000000002,0.7,3,4,3,1500,True,100,0.2
564,0.15000000000000002,0.7,3,1,3,1500,True,100,0.2
575,0.15000000000000002,0.7,3,8,3,1500,True,100,0.2
563,0.15000000000000002,0.7,3,5,3,1500,True,100,0.2
561,0.15000000000000002,0.7,3,4,3,1500,True,100,0.2
560,0.15000000000000002,0.7,3,5,3,1500,True,100,0.2
559,0.15000000000000002,0.7,3,5,3,1500,True,100,0.2
558,0.15000000000000002,0.7,3,9,3,1500,True,100,0.2
557,0.15000000000000002,0.6499999999999999,3,7,3,1500,True,100,0.2
556,0.15000000000000002,0.6,3,2,3,1500,True,100,0.2
555,0.15000000000000002,0.6499999999999999,3,6,3,1500,True,100,0.2
554,0.15000000000000002,0.6499999999999999,3,9,3,1500,True,100,0.2
553,0.15000000000000002,0.6499999999999999,3,6,3,1500,True,100,0.2
552,0.15000000000000002,0.6499999999999999,3,3,3,1500,True,100,0.2
551,0.15000000000000002,0.6499999999999999,3,5,3,1500,True,100,0.2
562,0.15000000000000002,0.6499999999999999,3,5,3,1500,True,100,0.2
1758,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
576,0.15000000000000002,0.7,3,4,3,1500,True,100,0.2
578,0.15000000000000002,0.75,3,5,3,1500,True,100,0.2
602,0.15000000000000002,0.7999999999999999,3,6,3,1500,True,100,0.2
601,0.15000000000000002,0.7999999999999999,3,3,3,1500,True,100,0.2
600,0.15000000000000002,0.75,3,3,3,1500,True,100,0.2
599,0.15000000000000002,0.75,3,4,3,1500,True,100,0.2
598,0.15000000000000002,0.7999999999999999,3,2,3,1500,True,100,0.2
597,0.15000000000000002,0.75,3,3,3,1500,True,100,0.2
596,0.15000000000000002,0.75,3,3,3,1500,True,100,0.2
595,0.15000000000000002,0.75,3,7,3,1500,True,100,0.2
594,0.15000000000000002,0.75,3,7,3,1500,True,100,0.2
593,0.15000000000000002,0.75,3,5,3,1500,True,100,0.2
592,0.15000000000000002,0.75,3,5,3,1500,True,100,0.2
577,0.15000000000000002,0.7,3,4,3,1500,True,100,0.2
591,0.15000000000000002,0.75,3,2,3,1500,True,100,0.2
589,0.15000000000000002,0.75,3,7,3,1500,True,100,0.2
588,0.15000000000000002,0.75,3,8,3,1500,True,100,0.2
587,0.15000000000000002,0.75,3,4,3,1500,True,100,0.2
586,0.15000000000000002,0.75,3,7,3,1500,True,100,0.2
585,0.15000000000000002,0.75,3,4,3,1500,True,100,0.2
584,0.15000000000000002,0.6499999999999999,3,2,3,1500,True,100,0.2
583,0.15000000000000002,0.75,3,4,3,1500,True,100,0.2
582,0.15000000000000002,0.75,3,4,3,1500,True,100,0.2
581,0.15000000000000002,0.75,3,3,3,1500,True,100,0.2
580,0.15000000000000002,0.7,3,7,3,1500,True,100,0.2
579,0.15000000000000002,0.75,3,6,3,1500,True,100,0.2
590,0.15000000000000002,0.75,3,4,3,1500,True,100,0.2
1759,0.4,0.8999999999999999,3,1,3,1500,True,100,0.2
